#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
41,Thu Sep 24 16:40:41 EDT 2020,46,0,MainClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
42,Thu Sep 24 16:45:17 EDT 2020,46,0,A1ModularitySuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
43,Thu Sep 24 16:45:19 EDT 2020,46,0,A1ModularitySuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
44,Thu Sep 24 16:45:22 EDT 2020,46,0,MainClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
45,Thu Oct 01 11:44:47 EDT 2020,46,0,MainClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
46,Thu Oct 01 11:46:42 EDT 2020,46,0,UtilityClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
47,Thu Oct 01 11:46:43 EDT 2020,46,0,UtilityClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
48,Thu Oct 01 11:55:37 EDT 2020,46,0,A1ModularitySuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
49,Thu Oct 01 11:55:39 EDT 2020,46,0,A1GeneralStyleSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
50,Thu Oct 01 11:55:40 EDT 2020,46,0,A1GeneralStyleSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
51,Thu Oct 01 11:55:41 EDT 2020,46,0,FactoriesSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
52,Thu Oct 01 11:55:42 EDT 2020,46,0,FactoriesSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
53,Thu Oct 01 21:45:01 EDT 2020,48,2,MainClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest InterpolatingMainTest+ ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
54,Thu Oct 01 21:45:01 EDT 2020,48,0,MainClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest InterpolatingMainTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
55,Thu Oct 01 21:45:01 EDT 2020,48,0,MainClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest InterpolatingMainTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
56,Thu Oct 01 21:45:02 EDT 2020,48,0,MainClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest InterpolatingMainTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
57,Thu Oct 01 21:45:08 EDT 2020,48,0,MainClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest InterpolatingMainTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
58,Thu Oct 01 21:45:10 EDT 2020,48,0,UtilityClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest InterpolatingMainTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
59,Thu Oct 01 21:45:10 EDT 2020,48,0,UtilityClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest InterpolatingMainTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
60,Thu Oct 01 21:47:36 EDT 2020,53,5,UtilityClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest InterpolatedSafetyTest+ InterpolatingMainTest IsInterpolatedTwoParameterSafetyTest+ ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
61,Thu Oct 01 21:57:29 EDT 2020,51,-2,UtilityClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedTwoParameterSafetyTest ModelFactoryTest ModelReuse SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGeneratedCombinationDerivedSafetyTest- PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
62,Thu Oct 01 21:57:30 EDT 2020,51,0,UtilityClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedTwoParameterSafetyTest ModelFactoryTest ModelReuse SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
63,Thu Oct 01 21:58:12 EDT 2020,53,2,UtilityClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedTwoParameterSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest+ SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
64,Thu Oct 01 21:59:30 EDT 2020,56,3,UtilityClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest DerivedSafetyTest+ GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedTwoParameterSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride GenerateSafeDistancesAndDurationsTest IsInferredSafeTest+ PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
